Date,Open,High,Low,Close,Adj Close,Volume
2007-04-19,10.256667,10.596667,10.200000,10.400000,8.612388,6911400
2007-04-20,10.560000,10.850000,10.423333,10.713333,8.871862,12093600
2007-04-23,10.973333,11.393333,10.933333,11.016667,9.123056,12686100
2007-04-24,11.216667,11.250000,11.016667,11.046667,9.147904,6654900
2007-04-25,11.060000,11.230000,11.003333,11.206667,9.280402,6984300
2007-04-26,11.230000,11.250000,11.060000,11.110000,9.200350,5248200
2007-04-27,11.070000,11.113333,10.900000,10.953333,9.070613,4759200
2007-04-30,11.053333,11.290000,10.823333,10.853333,8.987797,7329000
2007-05-01,10.903333,11.143333,10.850000,11.116667,9.205867,7709700
2007-05-02,11.113333,11.290000,11.073333,11.113333,9.203109,6360600
2007-05-03,11.000000,11.070000,10.783333,10.906667,9.031962,7950000
2007-05-04,10.966667,10.970000,10.723333,10.926667,9.048530,5344200
2007-05-07,10.873333,10.936667,10.753333,10.826667,8.965715,3204600
2007-05-08,10.756667,10.800000,10.536667,10.670000,8.835980,5825100
2007-05-09,10.596667,10.743333,10.560000,10.693333,8.855301,4644000
2007-05-10,10.690000,10.746667,10.423333,10.510000,8.703480,3407700
2007-05-11,10.506667,10.663333,10.416667,10.506667,8.700722,4276800
2007-05-14,10.426667,10.636667,10.416667,10.600000,8.778008,3768000
2007-05-15,10.503333,10.620000,10.333333,10.406667,8.617911,6121200
2007-05-16,10.496667,10.596667,10.400000,10.490000,8.686921,4207200
2007-05-17,10.430000,10.510000,10.366667,10.500000,8.695199,4213200
2007-05-18,10.570000,10.590000,10.373333,10.453333,8.656554,4928400
2007-05-21,10.420000,10.770000,10.403333,10.740000,8.893946,9889200
2007-05-22,10.776667,11.286667,10.753333,11.073333,9.169982,12202800
2007-05-23,11.113333,11.333333,11.006667,11.063333,9.161703,6662700
2007-05-24,11.040000,11.653333,11.040000,11.326667,9.379771,18581400
2007-05-25,10.766667,11.050000,10.576667,10.946667,9.065089,43155000
2007-05-29,10.983333,11.030000,10.646667,10.730000,8.885667,13234500
2007-05-30,10.700000,11.306667,10.666667,11.293333,9.352169,14420100
2007-05-31,11.273333,11.380000,11.090000,11.093333,9.186547,10050000
2007-06-01,10.966667,11.160000,10.816667,11.070000,9.167221,7292100
2007-06-04,11.066667,11.340000,11.000000,11.326667,9.379771,13542300
2007-06-05,11.270000,11.363333,11.086667,11.250000,9.316283,6034200
2007-06-06,11.200000,11.250000,10.950000,11.000000,9.109255,4893600
2007-06-07,10.990000,10.990000,10.760000,10.870000,9.001603,5417100
2007-06-08,10.840000,10.966667,10.743333,10.903333,9.029204,3470700
2007-06-11,10.850000,10.850000,10.703333,10.820000,8.960196,4637100
2007-06-12,10.726667,10.990000,10.646667,10.763333,8.913267,8412000
2007-06-13,10.800000,10.800000,10.546667,10.653333,8.822174,7659600
2007-06-14,10.580000,10.693333,10.453333,10.633333,8.805614,7283400
2007-06-15,10.630000,10.790000,10.510000,10.536667,8.725566,5989200
2007-06-18,10.596667,10.663333,10.300000,10.333333,8.557181,8568900
2007-06-19,10.350000,10.383333,10.183333,10.236667,8.477131,7529700
2007-06-20,10.246667,10.366667,10.126667,10.186667,8.435722,9936000
2007-06-21,10.110000,10.146667,9.850000,10.083333,8.350150,13341000
2007-06-22,10.086667,10.233333,9.923333,9.963333,8.250778,10839600
2007-06-25,9.933333,10.090000,9.876667,9.963333,8.250778,6222600
2007-06-26,9.943333,9.970000,9.786667,9.866667,8.170727,6090000
2007-06-27,9.806667,9.870000,9.683333,9.823333,8.134844,5915400
2007-06-28,9.856667,10.146667,9.840000,9.896667,8.195574,7248600
2007-06-29,9.900000,10.073333,9.773333,9.903333,8.201092,6647100
2007-07-02,9.903333,9.920000,9.790000,9.833333,8.143126,3596400
2007-07-03,9.850000,10.033333,9.833333,9.886667,8.187289,3776700
2007-07-05,9.870000,10.123333,9.856667,10.120000,8.380510,6286500
2007-07-06,10.106667,10.416667,10.086667,10.380000,8.595828,5932500
2007-07-09,10.410000,10.666667,10.353333,10.620000,8.794572,10512900
2007-07-10,10.553333,10.750000,10.426667,10.686667,8.849780,13485000
2007-07-11,10.716667,10.750000,10.440000,10.646667,8.816654,9722700
2007-07-12,10.630000,10.700000,10.483333,10.653333,8.822174,8009700
2007-07-13,10.666667,10.680000,10.356667,10.500000,8.695199,8327700
2007-07-16,10.463333,11.166667,10.300000,10.676667,8.841501,13760700
2007-07-17,10.643333,10.890000,10.593333,10.790000,8.935350,6029700
2007-07-18,10.733333,10.780000,10.653333,10.756667,8.907749,9304500
2007-07-19,11.033333,11.353333,10.933333,11.296667,9.354929,22286700
2007-07-20,11.236667,11.366667,11.156667,11.266667,9.330089,6546300
2007-07-23,11.170000,11.293333,11.056667,11.166667,9.247275,7878300
2007-07-24,11.103333,11.133333,10.750000,10.780000,8.927071,6012600
2007-07-25,10.913333,10.933333,10.566667,10.913333,9.037486,6276600
2007-07-26,10.583333,10.590000,10.126667,10.376667,8.593068,9624900
2007-07-27,10.333333,10.496667,10.143333,10.393333,8.606867,7004700
2007-07-30,10.373333,10.396667,10.003333,10.300000,8.529574,7684800
2007-07-31,10.540000,10.620000,10.193333,10.256667,8.493690,5507100
2007-08-01,10.183333,10.406667,10.013333,10.206667,8.452288,6204600
2007-08-02,10.333333,10.493333,10.253333,10.380000,8.595828,7014300
2007-08-03,10.363333,10.416667,10.183333,10.210000,8.455048,5676600
2007-08-06,10.260000,10.346667,9.833333,10.270000,8.504730,11326500
2007-08-07,10.230000,10.583333,10.016667,10.466667,8.667595,9035400
2007-08-08,10.623333,10.993333,10.433333,10.493333,8.689680,10422000
2007-08-09,10.550000,11.133333,10.480000,10.853333,8.987797,19079100
2007-08-10,10.840000,11.110000,10.573333,10.610000,8.786294,13968000
2007-08-13,10.850000,11.040000,10.733333,10.980000,9.092693,9677700
2007-08-14,11.080000,11.170000,10.776667,10.840000,8.976760,11081100
2007-08-15,10.840000,10.840000,10.270000,10.323333,8.548898,12204000
2007-08-16,10.173333,10.216667,9.493333,9.883333,8.184528,20788800
2007-08-17,10.166667,10.650000,9.843333,10.583333,8.764207,15897000
2007-08-20,11.016667,11.256667,10.493333,10.506667,8.700722,12635100
2007-08-21,10.570000,10.633333,10.220000,10.343333,8.565461,6967500
2007-08-22,10.313333,10.826667,10.313333,10.473333,8.673117,6429300
2007-08-23,10.570000,10.616667,10.160000,10.216667,8.460567,8389500
2007-08-24,10.220000,10.500000,10.166667,10.470000,8.670356,5840700
2007-08-27,10.473333,10.860000,10.463333,10.670000,8.835980,8077500
2007-08-28,10.606667,10.813333,10.430000,10.626667,8.800094,6894600
2007-08-29,10.616667,10.886667,10.616667,10.786667,8.932594,5931000
2007-08-30,10.676667,10.836667,10.606667,10.670000,8.835980,3559800
2007-08-31,10.703333,10.960000,10.703333,10.886667,9.015403,2669100
2007-09-04,10.900000,11.100000,10.900000,10.993333,9.103740,3395700
2007-09-05,10.886667,11.283333,10.886667,11.070000,9.167221,5434500
2007-09-06,11.010000,11.070000,10.893333,10.960000,9.076132,2877600
2007-09-07,10.810000,10.993333,10.730000,10.866667,8.998844,3657300
2007-09-10,10.943333,11.096667,10.836667,11.033333,9.136857,4205100
2007-09-11,11.116667,11.423333,11.026667,11.183333,9.261078,5211000
2007-09-12,11.283333,11.910000,11.283333,11.476667,9.503989,9082500
2007-09-13,11.476667,11.800000,11.363333,11.653333,9.650291,5172900
2007-09-14,11.566667,11.673333,11.433333,11.636667,9.636491,4356000
2007-09-17,11.566667,11.626667,11.250000,11.470000,9.498469,3600600
2007-09-18,11.600000,12.000000,11.450000,11.843333,9.807631,4967100
2007-09-19,11.920000,12.166667,11.860000,12.006667,9.942893,6470100
2007-09-20,12.703333,13.000000,12.066667,12.170000,10.078151,28449000
2007-09-21,12.266667,12.333333,11.853333,11.866667,9.826953,10973100
2007-09-24,11.900000,12.136667,11.210000,11.956667,9.901485,8182200
2007-09-25,11.840000,12.093333,11.836667,12.086667,10.009139,4653600
2007-09-26,12.250000,12.556667,12.116667,12.476667,10.332106,9410400
2007-09-27,12.476667,12.600000,12.420000,12.566667,10.406635,5231700
2007-09-28,12.583333,12.683333,12.386667,12.560000,10.401114,3135300
2007-10-01,12.613333,12.906667,12.550000,12.853333,10.644028,5243400
2007-10-02,12.820000,13.050000,12.753333,12.916667,10.696474,5049300
2007-10-03,13.060000,13.283333,13.000000,13.070000,10.823450,8023500
2007-10-04,13.040000,13.226667,12.836667,13.023333,10.784808,3460200
2007-10-05,13.143333,13.603333,13.083333,13.500000,11.179545,6382800
2007-10-08,13.530000,13.993333,13.403333,13.590000,11.254071,6047700
2007-10-09,13.686667,14.043333,13.670000,14.013333,11.604643,8366700
2007-10-10,14.013333,14.430000,13.856667,14.263333,11.811666,9072900
2007-10-11,14.083333,14.116667,13.460000,13.876667,11.491468,11442300
2007-10-12,13.536667,13.923333,13.500000,13.690000,11.336884,5307600
2007-10-15,13.673333,13.673333,13.223333,13.453333,11.140894,5713500
2007-10-16,13.403333,13.546667,13.093333,13.400000,11.096732,7174200
2007-10-17,13.630000,13.783333,13.216667,13.516667,11.193347,6975000
2007-10-18,13.413333,13.516667,13.286667,13.370000,11.071889,6660000
2007-10-19,13.370000,13.490000,13.230000,13.333333,11.041523,6204600
2007-10-22,13.333333,14.083333,13.103333,13.810000,11.436255,7216200
2007-10-23,13.990000,14.240000,13.716667,14.026667,11.615682,16845600
2007-10-24,14.143333,14.623333,13.936667,14.166667,11.731620,14890500
2007-10-25,14.290000,14.833333,14.186667,14.556667,12.054583,13494900
2007-10-26,14.816667,14.940000,14.630000,14.773333,12.234008,11403600
2007-10-29,14.850000,15.546667,14.533333,15.403333,12.755716,7962900
2007-10-30,15.573333,15.996667,15.333333,15.360000,12.719833,11115000
2007-10-31,15.553333,15.650000,15.383333,15.566667,12.890977,7961100
2007-11-01,15.510000,15.673333,15.176667,15.196667,12.584577,5757000
2007-11-02,15.353333,15.660000,15.186667,15.603333,12.921345,9345000
2007-11-05,15.336667,16.129999,15.333333,15.916667,13.180819,7438200
2007-11-06,16.026667,16.766666,15.913333,16.270000,13.473424,17216700
2007-11-07,16.350000,16.823334,15.666667,15.736667,13.031758,12424200
2007-11-08,15.683333,15.903333,14.700000,15.133333,12.532126,13655700
2007-11-09,13.530000,14.333333,12.896667,13.746667,11.383809,32421300
2007-11-12,13.863333,13.883333,13.100000,13.540000,11.212667,16687200
2007-11-13,13.593333,14.303333,13.580000,14.123333,11.695734,10421400
2007-11-14,14.300000,14.520000,14.036667,14.166667,11.731620,11713200
2007-11-15,14.483333,14.483333,13.606667,13.870000,11.485942,8507100
2007-11-16,13.950000,14.126667,13.623333,13.980000,11.577036,7002300
2007-11-19,14.006667,14.320000,13.700000,14.000000,11.593598,9031200
2007-11-20,14.350000,14.500000,14.053333,14.333333,11.869636,10294200
2007-11-21,14.260000,14.533333,14.093333,14.450000,11.966251,6910200
2007-11-23,14.623333,14.646667,14.350000,14.543333,12.043543,5217300
2007-11-26,14.533333,14.656667,14.370000,14.466667,11.980054,7475400
2007-11-27,14.403333,14.546667,14.036667,14.196667,11.756464,7447500
2007-11-28,14.380000,14.566667,14.323333,14.466667,11.980054,6474900
2007-11-29,14.356667,14.560000,14.343333,14.506667,12.013176,5625000
2007-11-30,14.593333,14.666667,14.423333,14.453333,11.969010,6445500
2007-12-03,14.493333,14.666667,14.293333,14.503333,12.010418,6118500
2007-12-04,14.503333,14.633333,14.360000,14.413333,11.935886,5329200
2007-12-05,14.533333,14.650000,14.463333,14.630000,12.115310,5718300
2007-12-06,14.646667,14.973333,14.636667,14.730000,12.198121,8098500
2007-12-07,14.866667,15.366667,14.840000,15.266667,12.642547,8105100
2007-12-10,15.436667,16.036667,15.323333,15.893333,13.161495,11778900
2007-12-11,15.900000,15.943333,15.163333,15.250000,12.628742,7093200
2007-12-12,15.500000,15.650000,14.883333,15.126667,12.526608,6939300
2007-12-13,15.126667,15.593333,15.000000,15.563333,12.888218,5119500
2007-12-14,15.533333,15.656667,15.333333,15.583333,12.904778,4674600
2007-12-17,15.506667,15.833333,15.410000,15.610000,12.926863,6749400
2007-12-18,15.746667,15.866667,15.110000,15.196667,12.584577,5556300
2007-12-19,15.283333,15.686667,15.256667,15.500000,12.835772,4686600
2007-12-20,15.610000,15.933333,15.536667,15.920000,13.183578,3374400
2007-12-21,16.219999,16.389999,15.980000,16.233334,13.443053,6187800
2007-12-24,16.353333,16.423332,16.073334,16.330000,13.523106,2042400
2007-12-26,16.410000,16.666668,16.303333,16.666668,13.801904,4263900
2007-12-27,16.663334,16.666668,16.166668,16.203333,13.418210,3147600
2007-12-28,16.226667,16.493334,16.150000,16.373333,13.558989,3300900
2007-12-31,16.483334,16.603333,16.420000,16.496668,13.661127,4349400
2008-01-02,16.600000,16.633333,15.996667,16.076668,13.313316,4680600
2008-01-03,16.053333,16.176666,15.686667,15.776667,13.064887,4259400
2008-01-04,15.503333,15.563333,14.780000,14.880000,12.322340,5585400
2008-01-07,14.873333,15.266667,14.203333,15.190000,12.579056,8975700
2008-01-08,14.933333,15.423333,14.426667,14.506667,12.013176,5253600
2008-01-09,14.580000,14.973333,14.296667,14.926667,12.360984,7413000
2008-01-10,14.923333,15.490000,14.736667,15.340000,12.703271,5394600
2008-01-11,15.210000,15.560000,14.963333,15.366667,12.725355,4342500
2008-01-14,15.500000,15.520000,15.296667,15.516667,12.849573,5622000
2008-01-15,15.266667,15.266667,14.650000,14.726667,12.195365,6131400
2008-01-16,14.576667,14.586667,13.286667,13.620000,11.278918,15368100
2008-01-17,13.776667,13.940000,12.406667,12.586667,10.423198,12067200
2008-01-18,12.710000,12.890000,12.223333,12.483333,10.337625,9332100
2008-01-22,11.696667,13.490000,11.583333,13.343333,11.049805,13256100
2008-01-23,12.856667,13.893333,12.666667,13.833333,11.455580,8444400
2008-01-24,14.050000,14.886667,13.920000,14.646667,12.129111,11225400
2008-01-25,14.860000,15.063333,14.173333,14.326667,11.864118,7257900
2008-01-28,14.356667,14.726667,13.863333,14.690000,12.164997,5312100
2008-01-29,14.903333,15.233333,14.650000,15.163333,12.556972,6366000
2008-01-30,15.030000,15.653333,14.723333,14.883333,12.325099,10188600
2008-01-31,14.000000,15.500000,13.816667,15.423333,12.772282,10575600
2008-02-01,15.340000,15.530000,15.110000,15.276667,12.650826,6631500
2008-02-04,15.340000,15.400000,15.083333,15.223333,12.606657,5763900
2008-02-05,15.000000,15.196667,13.896667,14.010000,11.601880,9648900
2008-02-06,13.966667,14.290000,13.316667,13.386667,11.085692,9123600
2008-02-07,13.376667,13.703333,13.250000,13.360000,11.063606,9525900
2008-02-08,13.256667,13.730000,13.256667,13.590000,11.254071,4302900
2008-02-11,13.560000,13.896667,13.243333,13.703333,11.347923,4079700
2008-02-12,13.820000,14.103333,13.656667,13.916667,11.524590,4799700
2008-02-13,13.833333,14.083333,13.580000,14.070000,11.651566,7147200
2008-02-14,14.276667,14.316667,14.053333,14.080000,11.659847,7762200
2008-02-15,13.996667,14.136667,13.473333,13.823333,11.447296,4986300
2008-02-19,14.186667,14.210000,13.700000,13.823333,11.447296,6822300
2008-02-20,13.296667,13.406667,12.880000,13.033333,10.793090,18887700
2008-02-21,13.280000,13.566667,12.940000,13.320000,11.030478,22920600
2008-02-22,13.273333,13.500000,13.073333,13.466667,11.151936,5763900
2008-02-25,13.470000,13.633333,13.113333,13.530000,11.204385,7590600
2008-02-26,13.526667,13.900000,13.296667,13.700000,11.345165,8149800
2008-02-27,13.756667,14.066667,13.620000,13.860000,11.477660,5804700
2008-02-28,13.930000,14.350000,13.783333,14.290000,11.833750,12149700
2008-02-29,14.213333,14.333333,13.583333,13.836667,11.458339,16901400
2008-03-03,13.866667,13.996667,13.213333,13.423333,11.116057,7572300
2008-03-04,13.523333,13.563333,12.853333,13.193333,10.925585,8884500
2008-03-05,13.286667,13.653333,13.213333,13.453333,11.140894,6397200
2008-03-06,13.526667,13.596667,12.666667,12.930000,10.707518,9981000
2008-03-07,12.756667,13.256667,12.383333,12.596667,10.431479,12291600
2008-03-10,12.483333,12.543333,11.936667,11.953333,9.898727,14741400
2008-03-11,12.153333,13.030000,12.143333,13.030000,10.790328,9345600
2008-03-12,13.040000,13.326667,12.873333,12.910000,10.690951,6196200
2008-03-13,12.933333,13.733333,12.566667,13.490000,11.171262,8279100
2008-03-14,13.390000,13.583333,12.780000,12.876667,10.663350,10171500
2008-03-17,12.180000,13.003333,11.713333,12.020000,9.953935,11617200
2008-03-18,12.416667,13.220000,12.416667,13.163333,10.900746,9089700
2008-03-19,13.206667,13.313333,12.553333,12.633333,10.461843,7891200
2008-03-20,12.576667,13.230000,12.490000,13.226667,10.953192,6708000
2008-03-24,13.246667,14.083333,13.210000,13.786667,11.416934,7367700
2008-03-25,13.786667,14.196667,13.670000,13.900000,11.510787,5527500
2008-03-26,13.726667,14.020000,13.603333,13.890000,11.502507,4938900
2008-03-27,14.033333,14.046667,13.116667,13.133333,10.875902,5900100
2008-03-28,13.293333,13.350000,12.863333,12.930000,10.707518,3741900
2008-03-31,12.890000,13.116667,12.693333,12.886667,10.671634,6382500
2008-04-01,13.013333,13.706667,13.013333,13.693333,11.339645,6389700
2008-04-02,13.556667,14.060000,13.486667,13.896667,11.508026,4303200
2008-04-03,13.830000,14.096667,13.546667,13.783333,11.414176,5657100
2008-04-04,13.966667,14.033333,13.456667,13.620000,11.278918,6148800
2008-04-07,13.730000,13.833333,13.363333,13.506667,11.185063,4296900
2008-04-08,13.533333,13.730000,13.343333,13.430000,11.121572,3897300
2008-04-09,13.353333,13.500000,13.016667,13.110000,10.856577,6629400
2008-04-10,13.056667,13.346667,12.933333,12.956667,10.729602,5680200
2008-04-11,12.743333,12.893333,12.350000,12.716667,10.530853,11941500
2008-04-14,12.623333,12.766667,12.376667,12.750000,10.558458,6755700
2008-04-15,12.916667,12.980000,12.626667,12.873333,10.660586,6772500
2008-04-16,12.993333,13.253333,12.896667,13.176667,10.911786,6837300
2008-04-17,13.140000,13.820000,13.100000,13.733333,11.372768,9380400
2008-04-18,14.000000,14.086667,13.516667,13.536667,11.209908,6325800
2008-04-21,13.346667,13.483333,13.166667,13.226667,10.953192,6354900
2008-04-22,13.160000,13.220000,12.753333,12.873333,10.660586,6671700
2008-04-23,12.943333,12.950000,12.400000,12.456667,10.315544,10744800
2008-04-24,12.613333,12.750000,12.370000,12.563333,10.403875,7999800
2008-04-25,12.733333,12.763333,12.090000,12.283333,10.172003,10521600
2008-04-28,12.333333,12.843333,12.290000,12.756667,10.563977,8007900
2008-04-29,12.656667,12.773333,12.410000,12.666667,10.489445,7003200
2008-04-30,12.736667,12.736667,12.066667,12.150000,10.061587,8824500
2008-05-01,12.150000,12.493333,11.916667,12.490000,10.343147,8760600
2008-05-02,12.623333,12.780000,12.420000,12.736667,10.547418,6229500
2008-05-05,12.673333,12.766667,12.606667,12.670000,10.492208,7948500
2008-05-06,12.663333,13.090000,12.663333,13.090000,10.840014,8331600
2008-05-07,13.143333,13.333333,13.020000,13.206667,10.936628,16245000
2008-05-08,13.210000,13.226667,12.900000,13.050000,10.806893,19456800
2008-05-09,12.820000,12.996667,12.770000,12.770000,10.575019,12537900
2008-05-12,12.743333,12.803333,12.470000,12.760000,10.566736,7642500
2008-05-13,12.783333,12.826667,12.373333,12.570000,10.409395,6771900
2008-05-14,12.680000,12.860000,12.503333,12.550000,10.392833,7196400
2008-05-15,12.546667,12.716667,12.546667,12.663333,10.486687,6390300
2008-05-16,12.613333,12.703333,12.476667,12.500000,10.351429,4508100
2008-05-19,12.500000,12.600000,12.016667,12.090000,10.011904,12129900
2008-05-20,12.066667,12.086667,11.620000,11.720000,9.705501,11622300
2008-05-21,11.696667,11.786667,10.950000,11.000000,9.109255,16062600
2008-05-22,11.020000,11.120000,10.773333,10.976667,9.089937,13179300
2008-05-23,11.266667,11.556667,11.086667,11.206667,9.280402,14796000
2008-05-27,11.266667,11.333333,11.013333,11.106667,9.197592,10250400
2008-05-28,11.173333,11.400000,11.113333,11.330000,9.382533,8244000
2008-05-29,11.266667,11.560000,11.256667,11.473333,9.501228,6917400
2008-05-30,11.930000,12.050000,11.643333,11.676667,9.669616,11340000
2008-06-02,11.666667,11.756667,11.156667,11.233333,9.302483,11236800
2008-06-03,11.283333,11.333333,11.026667,11.096667,9.189305,12597600
2008-06-04,11.000000,11.226667,10.656667,10.756667,8.907749,10527300
2008-06-05,10.860000,11.086667,10.726667,11.050000,9.150663,12360000
2008-06-06,11.033333,11.093333,10.796667,10.820000,8.960196,11079600
2008-06-09,10.833333,11.036667,10.576667,10.710000,8.869102,7557300
2008-06-10,10.596667,10.803333,10.536667,10.706667,8.866340,9959100
2008-06-11,10.816667,10.903333,10.513333,10.523333,8.714523,11463600
2008-06-12,10.656667,10.730000,10.320000,10.490000,8.686921,10739700
2008-06-13,10.166667,10.766667,10.166667,10.766667,8.916031,7318500
2008-06-16,10.830000,11.073333,10.670000,10.983333,9.095453,6922800
2008-06-17,11.003333,11.110000,10.633333,10.666667,8.833220,6128700
2008-06-18,10.576667,10.646667,10.290000,10.403333,8.615148,6405300
2008-06-19,10.433333,10.466667,10.150000,10.466667,8.667595,5185200
2008-06-20,10.463333,10.463333,10.016667,10.103333,8.366714,7385400
2008-06-23,10.210000,10.210000,9.720000,9.770000,8.090674,7243500
2008-06-24,9.633333,9.930000,9.516667,9.680000,8.016147,9844800
2008-06-25,10.010000,10.346667,9.873333,10.150000,8.405358,8484900
2008-06-26,10.020000,10.066667,9.503333,9.523333,7.886405,9953100
2008-06-27,9.483333,9.753333,9.266667,9.426667,7.806359,12575400
2008-06-30,9.496667,9.496667,8.823333,8.850000,7.328809,13944300
2008-07-01,8.703333,8.856667,8.350000,8.690000,7.196312,18457800
2008-07-02,8.603333,8.823333,8.446667,8.486667,7.027928,9292200
2008-07-03,8.936667,8.936667,8.273333,8.313333,6.884389,5358000
2008-07-07,8.400000,8.606667,7.973333,8.133333,6.735329,11019600
2008-07-08,8.093333,8.446667,7.863333,8.446667,6.994804,17068500
2008-07-09,8.480000,8.610000,8.020000,8.043333,6.660798,12419100
2008-07-10,8.000000,8.123333,7.586667,7.900000,6.542103,12343800
2008-07-11,7.896667,8.513333,7.800000,8.110000,6.716006,12318900
2008-07-14,9.046667,9.066667,8.046667,8.056667,6.671840,16874100
2008-07-15,7.910000,8.463333,7.636667,8.103333,6.710487,18183300
2008-07-16,8.276667,9.120000,8.096667,9.080000,7.519279,15284700
2008-07-17,9.136667,9.663333,8.903333,9.206667,7.624171,15474600
2008-07-18,9.080000,9.280000,8.806667,9.163333,7.588287,9488700
2008-07-21,9.193333,9.253333,8.666667,8.713333,7.215635,10306800
2008-07-22,8.636667,9.763333,8.606667,9.750000,8.074114,14649000
2008-07-23,9.666667,10.206667,9.533333,10.133333,8.391557,13035300
2008-07-24,10.016667,10.143333,9.236667,9.256667,7.665577,10535700
2008-07-25,9.466667,9.766667,9.260000,9.613333,7.960938,9237000
2008-07-28,9.486667,9.666667,8.870000,8.926667,7.392300,9379200
2008-07-29,8.896667,9.446667,8.846667,9.443333,7.820158,10012200
2008-07-30,9.423333,9.586667,9.013333,9.373333,7.762189,9144900
2008-07-31,9.226667,9.430000,9.150000,9.256667,7.665577,5885700
2008-08-01,9.266667,9.323333,8.750000,9.066667,7.508236,8339100
2008-08-04,8.956667,9.050000,8.560000,8.583333,7.107980,9864900
2008-08-05,8.690000,8.903333,8.666667,8.806667,7.292926,13173900
2008-08-06,9.340000,10.500000,9.256667,10.296667,8.526818,25833000
2008-08-07,10.263333,10.800000,10.003333,10.466667,8.667595,19071000
2008-08-08,10.470000,11.283333,10.333333,11.243333,9.310761,14919600
2008-08-11,11.170000,11.416667,10.930000,11.160000,9.241756,12339900
2008-08-12,11.100000,11.300000,10.513333,10.696667,8.858061,14388600
2008-08-13,10.656667,10.903333,10.443333,10.706667,8.866340,7964100
2008-08-14,10.723333,11.350000,10.723333,11.346667,9.396336,8337300
2008-08-15,11.353333,11.596667,11.180000,11.460000,9.490191,8171100
2008-08-18,11.376667,11.446667,10.626667,10.670000,8.835980,7899900
2008-08-19,10.616667,10.656667,10.340000,10.480000,8.678635,10270800
2008-08-20,10.610000,10.730000,10.306667,10.723333,8.880146,8869800
2008-08-21,10.566667,10.650000,10.276667,10.326667,8.551660,9680100
2008-08-22,10.440000,10.636667,10.400000,10.626667,8.800094,7250100
2008-08-25,10.370000,10.600000,10.310000,10.326667,8.551660,6025200
2008-08-26,10.320000,10.536667,10.200000,10.406667,8.617911,8244600
2008-08-27,10.486667,10.516667,10.230000,10.496667,8.692441,8034900
2008-08-28,10.566667,11.073333,10.536667,11.056667,9.156187,8855400
2008-08-29,11.013333,11.050000,10.740000,10.896667,9.023685,6732900
2008-09-02,11.030000,11.333333,10.933333,11.070000,9.167221,8759100
2008-09-03,11.030000,11.283333,10.890000,11.120000,9.208630,8492100
2008-09-04,10.970000,11.230000,10.533333,10.553333,8.739367,9509100
2008-09-05,10.520000,10.773333,10.166667,10.740000,8.893946,8735400
2008-09-08,11.050000,11.196667,10.520000,11.133333,9.219674,10712100
2008-09-09,11.033333,11.093333,10.306667,10.333333,8.557181,11910300
2008-09-10,10.396667,10.496667,10.006667,10.270000,8.504730,10209000
2008-09-11,10.000000,10.433333,9.703333,10.430000,8.637229,9749400
2008-09-12,10.333333,10.583333,10.203333,10.416667,8.626188,7733400
2008-09-15,9.830000,10.420000,9.563333,9.583333,7.936092,10219800
2008-09-16,9.333333,9.653333,9.033333,9.496667,7.864323,17274300
2008-09-17,9.443333,10.046667,9.336667,9.586667,7.938856,24941100
2008-09-18,9.700000,11.340000,9.496667,11.010000,9.117538,31810500
2008-09-19,11.666667,12.936667,11.040000,12.933333,10.710277,15412500
2008-09-22,11.850000,11.986667,11.216667,11.256667,9.321807,8274900
2008-09-23,11.430000,11.780000,10.950000,11.000000,9.109255,7356900
2008-09-24,11.613333,11.613333,10.430000,10.453333,8.656554,7167000
2008-09-25,10.583333,10.933333,10.500000,10.733333,8.888425,7526700
2008-09-26,10.660000,11.060000,10.360000,10.866667,8.998844,7170600
2008-09-29,10.636667,11.000000,9.666667,9.666667,8.005104,8346000
2008-09-30,9.880000,10.576667,9.683333,10.190000,8.438483,8121000
2008-10-01,10.850000,10.850000,9.950000,10.850000,8.985040,6649500
2008-10-02,10.950000,10.950000,10.436667,10.503333,8.697958,5128200
2008-10-03,10.696667,11.316667,10.306667,10.473333,8.673117,6138900
2008-10-06,10.163333,10.360000,9.093333,9.823333,8.134844,10837800
2008-10-07,9.986667,10.296667,9.033333,9.193333,7.613128,9660600
2008-10-08,8.913333,9.666667,8.610000,9.000000,7.453028,9407100
2008-10-09,9.320000,9.400000,8.073333,8.250000,6.831943,14260500
2008-10-10,7.820000,9.153333,7.586667,8.623333,7.141104,14477100
2008-10-13,9.206667,10.020000,9.180000,10.010000,8.289423,10659600
2008-10-14,10.326667,10.470000,9.646667,10.106667,8.369476,10841100
2008-10-15,9.600000,9.990000,8.876667,8.916667,7.384018,6849000
2008-10-16,8.916667,9.363333,8.376667,9.363333,7.753908,10992900
2008-10-17,9.793333,10.980000,9.790000,10.330000,8.554420,20338800
2008-10-20,10.633333,11.150000,10.516667,11.146667,9.230712,13973100
2008-10-21,10.996667,11.626667,10.753333,11.030000,9.134101,88611600
2008-10-22,10.726667,10.910000,9.883333,10.236667,8.477131,20228400
2008-10-23,9.993333,10.500000,9.470000,10.036667,8.311508,18161100
2008-10-24,9.113333,10.083333,8.956667,9.496667,7.864323,12633300
2008-10-27,9.170000,9.663333,8.850000,8.860000,7.337092,12607200
2008-10-28,9.160000,9.806667,8.483333,9.773333,8.093437,12184500
2008-10-29,9.770000,10.576667,9.596667,10.186667,8.435722,14317800
